"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29","Ошибка при запросе несуществующего заказа","tests.api","Mon Apr 13 12:14:00 UTC 2026","passed","Mon Apr 13 12:14:00 UTC 2026","","test_orders_api","",""
"","0","Успешный создание корзины и добавление товара","tests.api","Mon Apr 13 12:13:59 UTC 2026","broken","Mon Apr 13 12:13:59 UTC 2026","","test_carts_api","",""
"","94","Блокировка входа с неверным паролем","tests.api","Mon Apr 13 12:13:59 UTC 2026","passed","Mon Apr 13 12:13:59 UTC 2026","","test_auth_api","",""
"","133","Успешный вход с правильными данными","tests.api","Mon Apr 13 12:13:59 UTC 2026","passed","Mon Apr 13 12:13:59 UTC 2026","","test_auth_api","",""
"","227","Попытка добавить реальный товар в фейковую корзину","tests.api","Mon Apr 13 12:13:59 UTC 2026","passed","Mon Apr 13 12:13:59 UTC 2026","","test_carts_api","",""
"","151","Успешное создание нового кроссовка","tests.api","Mon Apr 13 12:14:00 UTC 2026","passed","Mon Apr 13 12:14:00 UTC 2026","","test_products_api","",""
"","137","Проверка создания товара с разными ценами","tests.api","Mon Apr 13 12:14:00 UTC 2026","passed","Mon Apr 13 12:14:00 UTC 2026","","test_products_api","",""
"","8","Ошибка создания товара без названия","tests.api","Mon Apr 13 12:14:01 UTC 2026","passed","Mon Apr 13 12:14:01 UTC 2026","","test_products_api","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","Mon Apr 13 12:13:59 UTC 2026","broken","Mon Apr 13 12:13:59 UTC 2026","","test_carts_api","",""
"","129","Проверка создания товара с разными ценами","tests.api","Mon Apr 13 12:14:00 UTC 2026","passed","Mon Apr 13 12:14:00 UTC 2026","","test_products_api","",""
"","0","Попытка удаления товара без токена","tests.api","Mon Apr 13 12:14:01 UTC 2026","passed","Mon Apr 13 12:14:01 UTC 2026","","test_products_api","",""
"","118","Проверка создания товара с разными ценами","tests.api","Mon Apr 13 12:14:01 UTC 2026","passed","Mon Apr 13 12:14:01 UTC 2026","","test_products_api","",""
"","21","Успешное получение списка заказов администратором","tests.api","Mon Apr 13 12:14:00 UTC 2026","passed","Mon Apr 13 12:14:00 UTC 2026","","test_orders_api","",""
"","8","Блокировка входа с пустыми полями","tests.api","Mon Apr 13 12:13:59 UTC 2026","passed","Mon Apr 13 12:13:59 UTC 2026","","test_auth_api","",""
"","1","Попытка получить список заказов без авторизации","tests.api","Mon Apr 13 12:14:00 UTC 2026","passed","Mon Apr 13 12:14:00 UTC 2026","","test_orders_api","",""
"","7","Проверка создания товара с разными ценами","tests.api","Mon Apr 13 12:14:01 UTC 2026","passed","Mon Apr 13 12:14:01 UTC 2026","","test_products_api","",""
"","119","Проверка создания товара с разными ценами","tests.api","Mon Apr 13 12:14:01 UTC 2026","passed","Mon Apr 13 12:14:01 UTC 2026","","test_products_api","",""
