"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","155","Проверка создания товара с разными ценами","tests.api","2026-07-13","passed","2026-07-13","","test_products_api","",""
"","137","Успешный вход с правильными данными","tests.api","2026-07-13","passed","2026-07-13","","test_auth_api","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","2026-07-13","broken","2026-07-13","","test_carts_api","",""
"","126","Проверка создания товара с разными ценами","tests.api","2026-07-13","passed","2026-07-13","","test_products_api","",""
"","0","Попытка получить список заказов без авторизации","tests.api","2026-07-13","passed","2026-07-13","","test_orders_api","",""
"","23","Блокировка входа с пустыми полями","tests.api","2026-07-13","passed","2026-07-13","","test_auth_api","",""
"","0","Попытка удаления товара без токена","tests.api","2026-07-13","passed","2026-07-13","","test_products_api","",""
"","8","Проверка создания товара с разными ценами","tests.api","2026-07-13","passed","2026-07-13","","test_products_api","",""
"","21","Успешное получение списка заказов администратором","tests.api","2026-07-13","passed","2026-07-13","","test_orders_api","",""
"","96","Блокировка входа с неверным паролем","tests.api","2026-07-13","passed","2026-07-13","","test_auth_api","",""
"","129","Проверка создания товара с разными ценами","tests.api","2026-07-13","passed","2026-07-13","","test_products_api","",""
"","8","Ошибка создания товара без названия","tests.api","2026-07-13","passed","2026-07-13","","test_products_api","",""
"","170","Успешное создание нового кроссовка","tests.api","2026-07-13","passed","2026-07-13","","test_products_api","",""
"","0","Успешный создание корзины и добавление товара","tests.api","2026-07-13","broken","2026-07-13","","test_carts_api","",""
"","30","Ошибка при запросе несуществующего заказа","tests.api","2026-07-13","passed","2026-07-13","","test_orders_api","",""
"","266","Попытка добавить реальный товар в фейковую корзину","tests.api","2026-07-13","passed","2026-07-13","","test_carts_api","",""
"","127","Проверка создания товара с разными ценами","tests.api","2026-07-13","passed","2026-07-13","","test_products_api","",""
