"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7","Проверка создания товара с разными ценами","tests.api","2026-07-07","passed","2026-07-07","","test_products_api","",""
"","351","Попытка добавить реальный товар в фейковую корзину","tests.api","2026-07-07","passed","2026-07-07","","test_carts_api","",""
"","0","Успешный создание корзины и добавление товара","tests.api","2026-07-07","broken","2026-07-07","","test_carts_api","",""
"","172","Блокировка входа с неверным паролем","tests.api","2026-07-07","passed","2026-07-07","","test_auth_api","",""
"","117","Проверка создания товара с разными ценами","tests.api","2026-07-07","passed","2026-07-07","","test_products_api","",""
"","27","Блокировка входа с пустыми полями","tests.api","2026-07-07","passed","2026-07-07","","test_auth_api","",""
"","25","Ошибка при запросе несуществующего заказа","tests.api","2026-07-07","passed","2026-07-07","","test_orders_api","",""
"","0","Попытка удаления товара без токена","tests.api","2026-07-07","passed","2026-07-07","","test_products_api","",""
"","128","Проверка создания товара с разными ценами","tests.api","2026-07-07","passed","2026-07-07","","test_products_api","",""
"","0","Попытка получить список заказов без авторизации","tests.api","2026-07-07","passed","2026-07-07","","test_orders_api","",""
"","7","Ошибка создания товара без названия","tests.api","2026-07-07","passed","2026-07-07","","test_products_api","",""
"","24","Успешное получение списка заказов администратором","tests.api","2026-07-07","passed","2026-07-07","","test_orders_api","",""
"","129","Проверка создания товара с разными ценами","tests.api","2026-07-07","passed","2026-07-07","","test_products_api","",""
"","131","Успешный вход с правильными данными","tests.api","2026-07-07","passed","2026-07-07","","test_auth_api","",""
"","138","Успешное создание нового кроссовка","tests.api","2026-07-07","passed","2026-07-07","","test_products_api","",""
"","118","Проверка создания товара с разными ценами","tests.api","2026-07-07","passed","2026-07-07","","test_products_api","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","2026-07-07","broken","2026-07-07","","test_carts_api","",""
