"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","118","Проверка создания товара с разными ценами","tests.api","Fri May 22 11:40:43 UTC 2026","passed","Fri May 22 11:40:43 UTC 2026","","test_products_api","",""
"","0","Попытка удаления товара без токена","tests.api","Fri May 22 11:40:44 UTC 2026","passed","Fri May 22 11:40:44 UTC 2026","","test_products_api","",""
"","119","Проверка создания товара с разными ценами","tests.api","Fri May 22 11:40:43 UTC 2026","passed","Fri May 22 11:40:43 UTC 2026","","test_products_api","",""
"","17","Успешное получение списка заказов администратором","tests.api","Fri May 22 11:40:42 UTC 2026","passed","Fri May 22 11:40:42 UTC 2026","","test_orders_api","",""
"","14","Блокировка входа с пустыми полями","tests.api","Fri May 22 11:40:42 UTC 2026","passed","Fri May 22 11:40:42 UTC 2026","","test_auth_api","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","Fri May 22 11:40:42 UTC 2026","broken","Fri May 22 11:40:42 UTC 2026","","test_carts_api","",""
"","25","Ошибка при запросе несуществующего заказа","tests.api","Fri May 22 11:40:43 UTC 2026","passed","Fri May 22 11:40:43 UTC 2026","","test_orders_api","",""
"","99","Блокировка входа с неверным паролем","tests.api","Fri May 22 11:40:42 UTC 2026","passed","Fri May 22 11:40:42 UTC 2026","","test_auth_api","",""
"","0","Успешный создание корзины и добавление товара","tests.api","Fri May 22 11:40:42 UTC 2026","broken","Fri May 22 11:40:42 UTC 2026","","test_carts_api","",""
"","104","Проверка создания товара с разными ценами","tests.api","Fri May 22 11:40:43 UTC 2026","passed","Fri May 22 11:40:43 UTC 2026","","test_products_api","",""
"","7","Проверка создания товара с разными ценами","tests.api","Fri May 22 11:40:44 UTC 2026","passed","Fri May 22 11:40:44 UTC 2026","","test_products_api","",""
"","142","Успешный вход с правильными данными","tests.api","Fri May 22 11:40:41 UTC 2026","passed","Fri May 22 11:40:42 UTC 2026","","test_auth_api","",""
"","213","Попытка добавить реальный товар в фейковую корзину","tests.api","Fri May 22 11:40:42 UTC 2026","passed","Fri May 22 11:40:42 UTC 2026","","test_carts_api","",""
"","8","Ошибка создания товара без названия","tests.api","Fri May 22 11:40:44 UTC 2026","passed","Fri May 22 11:40:44 UTC 2026","","test_products_api","",""
"","104","Проверка создания товара с разными ценами","tests.api","Fri May 22 11:40:44 UTC 2026","passed","Fri May 22 11:40:44 UTC 2026","","test_products_api","",""
"","0","Попытка получить список заказов без авторизации","tests.api","Fri May 22 11:40:43 UTC 2026","passed","Fri May 22 11:40:43 UTC 2026","","test_orders_api","",""
"","112","Успешное создание нового кроссовка","tests.api","Fri May 22 11:40:43 UTC 2026","passed","Fri May 22 11:40:43 UTC 2026","","test_products_api","",""
