"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","120","Проверка создания товара с разными ценами","tests.api","2026-07-08","passed","2026-07-08","","test_products_api","",""
"","115","Проверка создания товара с разными ценами","tests.api","2026-07-08","passed","2026-07-08","","test_products_api","",""
"","86","Блокировка входа с неверным паролем","tests.api","2026-07-08","passed","2026-07-08","","test_auth_api","",""
"","101","Проверка создания товара с разными ценами","tests.api","2026-07-08","passed","2026-07-08","","test_products_api","",""
"","214","Попытка добавить реальный товар в фейковую корзину","tests.api","2026-07-08","passed","2026-07-08","","test_carts_api","",""
"","114","Успешное создание нового кроссовка","tests.api","2026-07-08","passed","2026-07-08","","test_products_api","",""
"","0","Попытка получить список заказов без авторизации","tests.api","2026-07-08","passed","2026-07-08","","test_orders_api","",""
"","110","Проверка создания товара с разными ценами","tests.api","2026-07-08","passed","2026-07-08","","test_products_api","",""
"","20","Блокировка входа с пустыми полями","tests.api","2026-07-08","passed","2026-07-08","","test_auth_api","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","2026-07-08","broken","2026-07-08","","test_carts_api","",""
"","17","Успешное получение списка заказов администратором","tests.api","2026-07-08","passed","2026-07-08","","test_orders_api","",""
"","132","Успешный вход с правильными данными","tests.api","2026-07-08","passed","2026-07-08","","test_auth_api","",""
"","0","Успешный создание корзины и добавление товара","tests.api","2026-07-08","broken","2026-07-08","","test_carts_api","",""
"","7","Ошибка создания товара без названия","tests.api","2026-07-08","passed","2026-07-08","","test_products_api","",""
"","27","Ошибка при запросе несуществующего заказа","tests.api","2026-07-08","passed","2026-07-08","","test_orders_api","",""
"","6","Проверка создания товара с разными ценами","tests.api","2026-07-08","passed","2026-07-08","","test_products_api","",""
"","1","Попытка удаления товара без токена","tests.api","2026-07-08","passed","2026-07-08","","test_products_api","",""
