"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Успешный создание корзины и добавление товара","tests.api","Thu Apr 16 10:10:31 UTC 2026","broken","Thu Apr 16 10:10:31 UTC 2026","","test_carts_api","",""
"","6","Блокировка входа с пустыми полями","tests.api","Thu Apr 16 10:10:31 UTC 2026","passed","Thu Apr 16 10:10:31 UTC 2026","","test_auth_api","",""
"","89","Блокировка входа с неверным паролем","tests.api","Thu Apr 16 10:10:31 UTC 2026","passed","Thu Apr 16 10:10:31 UTC 2026","","test_auth_api","",""
"","7","Ошибка создания товара без названия","tests.api","Thu Apr 16 10:10:33 UTC 2026","passed","Thu Apr 16 10:10:33 UTC 2026","","test_products_api","",""
"","119","Успешное создание нового кроссовка","tests.api","Thu Apr 16 10:10:32 UTC 2026","passed","Thu Apr 16 10:10:32 UTC 2026","","test_products_api","",""
"","128","Успешный вход с правильными данными","tests.api","Thu Apr 16 10:10:30 UTC 2026","passed","Thu Apr 16 10:10:31 UTC 2026","","test_auth_api","",""
"","17","Успешное получение списка заказов администратором","tests.api","Thu Apr 16 10:10:31 UTC 2026","passed","Thu Apr 16 10:10:31 UTC 2026","","test_orders_api","",""
"","25","Ошибка при запросе несуществующего заказа","tests.api","Thu Apr 16 10:10:32 UTC 2026","passed","Thu Apr 16 10:10:32 UTC 2026","","test_orders_api","",""
"","104","Проверка создания товара с разными ценами","tests.api","Thu Apr 16 10:10:32 UTC 2026","passed","Thu Apr 16 10:10:32 UTC 2026","","test_products_api","",""
"","210","Попытка добавить реальный товар в фейковую корзину","tests.api","Thu Apr 16 10:10:31 UTC 2026","passed","Thu Apr 16 10:10:31 UTC 2026","","test_carts_api","",""
"","5","Проверка создания товара с разными ценами","tests.api","Thu Apr 16 10:10:33 UTC 2026","passed","Thu Apr 16 10:10:33 UTC 2026","","test_products_api","",""
"","0","Попытка добавить фейковый товар в реальную корзину","tests.api","Thu Apr 16 10:10:31 UTC 2026","broken","Thu Apr 16 10:10:31 UTC 2026","","test_carts_api","",""
"","0","Попытка удаления товара без токена","tests.api","Thu Apr 16 10:10:33 UTC 2026","passed","Thu Apr 16 10:10:33 UTC 2026","","test_products_api","",""
"","107","Проверка создания товара с разными ценами","tests.api","Thu Apr 16 10:10:33 UTC 2026","passed","Thu Apr 16 10:10:33 UTC 2026","","test_products_api","",""
"","112","Проверка создания товара с разными ценами","tests.api","Thu Apr 16 10:10:32 UTC 2026","passed","Thu Apr 16 10:10:32 UTC 2026","","test_products_api","",""
"","0","Попытка получить список заказов без авторизации","tests.api","Thu Apr 16 10:10:32 UTC 2026","passed","Thu Apr 16 10:10:32 UTC 2026","","test_orders_api","",""
"","127","Проверка создания товара с разными ценами","tests.api","Thu Apr 16 10:10:32 UTC 2026","passed","Thu Apr 16 10:10:32 UTC 2026","","test_products_api","",""
